Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1252195407
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      11000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	1
	AncTag	5	Sheep Goat Cow Buffalo Pronghorn 
Restrictions:
    qDG                          None
    qGD                          qDG
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 1.00 
Node reconstruction / fossilisation:
	MRCA RecNode AncTag
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	RecNode P(D)	RecNode P(G)	
5761000	-9.182466	376	1.300676	1.300676	0.016207	0.983793	0.995552	0.004448	
5762000	-10.186010	152	1.232656	1.232656	0.015436	0.984564	0.989820	0.010180	
5763000	-9.300946	229	1.087628	1.087628	0.010365	0.989635	0.775861	0.224139	
5764000	-8.221912	85	2.093797	2.093797	0.025976	0.974024	0.983432	0.016568	
5765000	-7.583368	46	4.027865	4.027865	0.068524	0.931476	0.991925	0.008075	
5766000	-7.571930	129	4.090309	4.090309	0.100457	0.899543	0.982733	0.017267	
5767000	-8.851346	61	2.069858	2.069858	0.022091	0.977909	0.985100	0.014900	
5768000	-8.867495	192	1.900609	1.900609	0.046876	0.953124	0.989857	0.010143	
5769000	-10.444647	322	0.678529	0.678529	0.004996	0.995004	0.807702	0.192298	
5770000	-8.142985	169	2.179387	2.179387	0.061594	0.938406	0.958393	0.041607	
5771000	-8.552477	462	1.619627	1.619627	0.017215	0.982785	0.992240	0.007760	
5772000	-7.604331	322	3.783521	3.783521	0.120474	0.879526	0.796413	0.203587	
5773000	-7.590213	252	4.079560	4.079560	0.161676	0.838324	0.978210	0.021790	
5774000	-10.283582	59	0.729978	0.729978	0.004585	0.995415	0.912499	0.087501	
5775000	-9.833499	399	1.666567	1.666567	0.020897	0.979103	0.992312	0.007688	
5776000	-8.369585	10	1.724659	1.724659	0.035822	0.964178	0.982606	0.017394	
5777000	-9.168100	246	2.002960	2.002960	0.057918	0.942082	0.993786	0.006214	
5778000	-8.415303	74	2.627744	2.627744	0.059975	0.940025	0.975884	0.024116	
5779000	-7.432805	12	2.404945	2.404945	0.056436	0.943564	0.891842	0.108158	
5780000	-7.694995	489	3.841498	3.841498	0.140103	0.859897	0.992667	0.007333	
5781000	-7.706301	293	4.715521	4.715521	0.207882	0.792118	0.987508	0.012492	
5782000	-8.380491	174	2.727657	2.727657	0.059192	0.940808	0.815349	0.184651	
5783000	-7.991813	31	4.234577	4.234577	0.138596	0.861404	0.973024	0.026976	
5784000	-8.035577	178	2.321049	2.321049	0.082090	0.917910	0.931506	0.068494	
5785000	-8.438266	8	2.331001	2.331001	0.074859	0.925141	0.960844	0.039156	
5786000	-8.097191	105	2.790961	2.790961	0.044209	0.955791	0.939593	0.060407	
5787000	-8.092231	424	2.556715	2.556715	0.085961	0.914039	0.982996	0.017004	
5788000	-8.755124	345	1.821296	1.821296	0.030563	0.969437	0.824999	0.175001	
5789000	-9.352683	405	1.153881	1.153881	0.025768	0.974232	0.996212	0.003788	
5790000	-8.524247	290	1.681584	1.681584	0.024052	0.975948	0.999258	0.000742	
5791000	-7.479139	82	2.561639	2.561639	0.066985	0.933015	0.865286	0.134714	
5792000	-8.173609	349	2.415077	2.415077	0.037215	0.962785	0.994304	0.005696	
5793000	-8.442345	167	2.066489	2.066489	0.033630	0.966370	0.869994	0.130006	
5794000	-8.514371	188	2.837423	2.837423	0.077544	0.922456	0.962320	0.037680	
5795000	-8.525855	420	2.105234	2.105234	0.034219	0.965781	0.992358	0.007642	
5796000	-9.037584	417	1.885266	1.885266	0.019851	0.980149	0.996669	0.003331	
5797000	-10.020170	129	0.931086	0.931086	0.006176	0.993824	0.996637	0.003363	
5798000	-9.331846	4	1.368621	1.368621	0.018808	0.981192	0.996703	0.003297	
5799000	-8.253117	405	2.070513	2.070513	0.057372	0.942628	0.992917	0.007083	
5800000	-8.270696	435	2.764885	2.764885	0.086914	0.913086	0.991457	0.008543	
5801000	-9.096445	229	1.197869	1.197869	0.012529	0.987471	0.775710	0.224290	
5802000	-7.774224	397	5.474244	5.474244	0.205431	0.794569	0.977046	0.022954	
5803000	-8.090176	20	3.370045	3.370045	0.085375	0.914625	0.992821	0.007179	
5804000	-9.337683	174	1.613715	1.613715	0.022615	0.977385	0.816669	0.183331	
5805000	-8.682741	116	2.951724	2.951724	0.068069	0.931931	0.966597	0.033403	
5806000	-8.840490	316	1.604110	1.604110	0.016238	0.983762	0.997286	0.002714	
5807000	-7.975670	312	3.624629	3.624629	0.082705	0.917295	0.794571	0.205429	
5808000	-9.938237	427	1.101289	1.101289	0.009851	0.990149	0.992737	0.007263	
5809000	-8.405291	316	2.077931	2.077931	0.026825	0.973175	0.996199	0.003801	
5810000	-8.746010	244	2.134403	2.134403	0.034587	0.965413	0.881220	0.118780	
5811000	-7.954373	147	3.336000	3.336000	0.107654	0.892346	0.993035	0.006965	
5812000	-9.232592	75	1.460635	1.460635	0.025801	0.974199	0.999205	0.000795	
5813000	-8.211318	319	2.838053	2.838053	0.119847	0.880153	0.995692	0.004308	
5814000	-8.583960	330	2.437349	2.437349	0.074789	0.925211	0.685529	0.314471	
5815000	-7.672780	287	3.863127	3.863127	0.096539	0.903461	0.983592	0.016408	
5816000	-7.291169	400	2.964366	2.964366	0.030101	0.969899	0.996936	0.003064	
5817000	-9.059650	245	1.587285	1.587285	0.029520	0.970480	0.893332	0.106668	
5818000	-7.045178	145	4.451581	4.451581	0.135535	0.864465	0.833431	0.166569	
5819000	-8.975559	50	1.935166	1.935166	0.040232	0.959768	0.995348	0.004652	
5820000	-7.945825	484	2.182480	2.182480	0.045845	0.954155	0.989868	0.010132	
5821000	-8.953560	346	1.981293	1.981293	0.033292	0.966708	0.826606	0.173394	
5822000	-10.742610	490	0.942887	0.942887	0.015865	0.984135	0.749217	0.250783	
5823000	-8.262749	195	1.631232	1.631232	0.016283	0.983717	0.990395	0.009605	
5824000	-8.776898	35	2.489842	2.489842	0.057531	0.942469	0.842343	0.157657	
5825000	-7.717138	444	3.725351	3.725351	0.109906	0.890094	0.978402	0.021598	
5826000	-8.216198	43	1.866342	1.866342	0.065035	0.934965	0.991262	0.008738	
5827000	-9.383156	149	1.582935	1.582935	0.011094	0.988906	0.990908	0.009092	
5828000	-9.476963	225	1.059419	1.059419	0.025553	0.974447	0.994690	0.005310	
5829000	-9.659441	479	1.204248	1.204248	0.014822	0.985178	0.838758	0.161242	
5830000	-8.115338	479	3.369986	3.369986	0.097978	0.902022	0.830220	0.169780	
5831000	-7.996316	294	2.341622	2.341622	0.063348	0.936652	0.989030	0.010970	
5832000	-7.865288	313	2.734325	2.734325	0.038489	0.961511	0.999412	0.000588	
5833000	-7.829208	404	4.535517	4.535517	0.188025	0.811975	0.937535	0.062465	
5834000	-9.155898	317	1.710522	1.710522	0.035983	0.964017	0.984439	0.015561	
5835000	-10.192593	52	0.768511	0.768511	0.006483	0.993517	0.997752	0.002248	
5836000	-7.837229	481	5.839889	5.839889	0.323519	0.676481	0.978395	0.021605	
5837000	-9.117940	378	1.788608	1.788608	0.026665	0.973335	0.992329	0.007671	
5838000	-8.021662	168	3.279376	3.279376	0.128634	0.871366	0.979009	0.020991	
5839000	-8.492416	36	2.080161	2.080161	0.040903	0.959097	0.998791	0.001209	
5840000	-7.997227	207	2.463752	2.463752	0.054541	0.945459	0.885447	0.114553	
5841000	-9.718868	182	1.087736	1.087736	0.021499	0.978501	0.991047	0.008953	
5842000	-8.333356	212	2.105352	2.105352	0.024178	0.975822	0.994034	0.005966	
5843000	-8.505857	277	2.475074	2.475074	0.082912	0.917088	0.818861	0.181139	
5844000	-7.642547	469	4.619222	4.619222	0.099898	0.900102	0.966545	0.033455	
5845000	-8.132749	41	2.028045	2.028045	0.035429	0.964571	0.993925	0.006075	
5846000	-7.190304	400	3.254568	3.254568	0.035962	0.964038	0.996527	0.003473	
5847000	-8.265789	39	2.584415	2.584415	0.059366	0.940634	0.987178	0.012822	
5848000	-9.261692	55	1.523326	1.523326	0.017699	0.982301	0.998580	0.001420	
5849000	-7.889571	66	2.714229	2.714229	0.045265	0.954735	0.986858	0.013142	
5850000	-7.733416	389	4.345980	4.345980	0.072342	0.927658	0.989075	0.010925	
5851000	-8.247536	355	2.710466	2.710466	0.050234	0.949766	0.988861	0.011139	
5852000	-10.064848	303	0.733544	0.733544	0.010007	0.989993	0.995931	0.004069	
5853000	-8.156061	252	2.235112	2.235112	0.061886	0.938114	0.988597	0.011403	
5854000	-9.053235	217	1.728386	1.728386	0.024285	0.975715	0.988125	0.011875	
5855000	-10.212494	249	1.707006	1.707006	0.038429	0.961571	0.998943	0.001057	
5856000	-8.602048	277	2.311034	2.311034	0.075696	0.924304	0.819847	0.180153	
5857000	-8.343664	266	2.785403	2.785403	0.095578	0.904422	0.903528	0.096472	
5858000	-7.861039	62	3.646993	3.646993	0.115936	0.884064	0.993827	0.006173	
5859000	-9.051649	284	1.565191	1.565191	0.025472	0.974528	0.990126	0.009874	
5860000	-7.870879	210	2.949853	2.949853	0.134877	0.865123	0.989000	0.011000	
5861000	-8.435262	281	1.750311	1.750311	0.015412	0.984588	0.992541	0.007459	
5862000	-8.927555	345	1.645924	1.645924	0.025176	0.974824	0.825548	0.174452	
5863000	-8.360553	300	1.859698	1.859698	0.047387	0.952613	0.840573	0.159427	
5864000	-8.563123	24	2.223452	2.223452	0.067647	0.932353	0.982972	0.017028	
5865000	-8.827722	499	1.834636	1.834636	0.031024	0.968976	0.999519	0.000481	
5866000	-8.756230	229	1.419332	1.419332	0.017448	0.982552	0.775400	0.224600	
5867000	-8.859635	43	1.284112	1.284112	0.033901	0.966099	0.994029	0.005971	
5868000	-7.887725	345	3.835029	3.835029	0.115684	0.884316	0.818229	0.181771	
5869000	-9.323874	311	2.231770	2.231770	0.059747	0.940253	0.630833	0.369167	
5870000	-8.274541	236	3.791081	3.791081	0.136760	0.863240	0.875630	0.124370	
5871000	-9.150396	380	1.886306	1.886306	0.024092	0.975908	0.995362	0.004638	
5872000	-8.118756	379	3.144031	3.144031	0.073424	0.926576	0.614208	0.385792	
5873000	-8.918483	404	1.925375	1.925375	0.058189	0.941811	0.953580	0.046420	
5874000	-8.863982	272	1.866389	1.866389	0.039636	0.960364	0.998309	0.001691	
5875000	-9.618904	246	1.578655	1.578655	0.038748	0.961252	0.995187	0.004813	
5876000	-8.590729	302	2.132797	2.132797	0.027872	0.972128	0.996808	0.003192	
5877000	-10.080643	210	0.781549	0.781549	0.021593	0.978407	0.997718	0.002282	
5878000	-7.627769	41	3.036938	3.036938	0.073372	0.926628	0.990296	0.009704	
5879000	-9.176342	110	1.785582	1.785582	0.051575	0.948425	0.994360	0.005640	
5880000	-9.260251	206	1.766034	1.766034	0.034645	0.965355	0.993772	0.006228	
5881000	-8.585353	9	2.328023	2.328023	0.047423	0.952577	0.993538	0.006462	
5882000	-8.783066	196	2.144310	2.144310	0.035304	0.964696	0.973930	0.026070	
5883000	-7.857743	135	2.076737	2.076737	0.070567	0.929433	0.994222	0.005778	
5884000	-10.522335	460	0.736110	0.736110	0.005510	0.994490	0.999143	0.000857	
5885000	-8.020975	195	1.890381	1.890381	0.021701	0.978299	0.988739	0.011261	
5886000	-8.619274	93	1.602155	1.602155	0.019530	0.980470	0.922142	0.077858	
5887000	-8.621830	3	2.088527	2.088527	0.037910	0.962090	0.984346	0.015654	
5888000	-7.865370	93	2.564949	2.564949	0.047669	0.952331	0.911229	0.088771	
5889000	-10.347688	96	0.772406	0.772406	0.004402	0.995598	0.997951	0.002049	
5890000	-8.395824	29	2.441478	2.441478	0.042677	0.957323	0.981188	0.018812	
5891000	-8.315790	419	2.546936	2.546936	0.070939	0.929061	0.987882	0.012118	
5892000	-8.079717	10	2.100275	2.100275	0.049829	0.950171	0.978603	0.021397	
5893000	-8.211366	429	2.921562	2.921562	0.069086	0.930914	0.986367	0.013633	
5894000	-8.581988	317	2.419382	2.419382	0.067530	0.932470	0.977938	0.022062	
5895000	-7.031973	12	3.828812	3.828812	0.123473	0.876527	0.885842	0.114158	
5896000	-10.100466	313	0.860517	0.860517	0.004062	0.995938	0.999947	0.000053	
5897000	-8.074418	389	3.268542	3.268542	0.043653	0.956347	0.991894	0.008106	
5898000	-8.532597	132	2.196160	2.196160	0.034917	0.965083	0.997909	0.002091	
5899000	-7.677590	393	4.834484	4.834484	0.159128	0.840872	0.965088	0.034912	
5900000	-9.869581	145	0.604350	0.604350	0.003580	0.996420	0.857590	0.142410	
5901000	-11.378721	458	0.604761	0.604761	0.007436	0.992564	0.998221	0.001779	
5902000	-9.671957	238	1.107482	1.107482	0.017535	0.982465	0.995510	0.004490	
5903000	-8.528770	473	2.865462	2.865462	0.060611	0.939389	0.993820	0.006180	
5904000	-8.472644	229	1.653983	1.653983	0.023457	0.976543	0.775059	0.224941	
5905000	-7.314982	267	3.752368	3.752368	0.093428	0.906572	0.980311	0.019689	
5906000	-7.622311	79	3.490046	3.490046	0.091038	0.908962	0.989184	0.010816	
5907000	-7.850539	396	4.373290	4.373290	0.223185	0.776815	0.959476	0.040524	
5908000	-7.238929	30	4.180494	4.180494	0.153266	0.846734	0.994085	0.005915	
5909000	-9.172667	253	2.076864	2.076864	0.032076	0.967924	0.981312	0.018688	
5910000	-8.141400	132	2.847522	2.847522	0.056355	0.943645	0.997132	0.002868	
5911000	-7.791515	453	3.820329	3.820329	0.090835	0.909165	0.886854	0.113146	
5912000	-7.978354	197	3.178172	3.178172	0.098911	0.901089	0.980430	0.019570	
5913000	-11.256269	332	0.577081	0.577081	0.003014	0.996986	0.996335	0.003665	
5914000	-7.762842	360	3.487667	3.487667	0.057787	0.942213	0.993733	0.006267	
5915000	-9.200059	466	1.474993	1.474993	0.020015	0.979985	0.988800	0.011200	
5916000	-8.983120	105	1.531513	1.531513	0.013929	0.986071	0.966285	0.033715	
5917000	-8.024787	66	2.452180	2.452180	0.037434	0.962566	0.988172	0.011828	
5918000	-8.841981	419	1.766063	1.766063	0.036016	0.963984	0.992236	0.007764	
5919000	-7.817299	495	2.776936	2.776936	0.139751	0.860249	0.978587	0.021413	
5920000	-8.484782	461	3.200695	3.200695	0.094456	0.905544	0.984688	0.015312	
5921000	-8.605660	24	2.152335	2.152335	0.063821	0.936179	0.983542	0.016458	
5922000	-8.339626	272	2.649453	2.649453	0.074130	0.925870	0.997092	0.002908	
5923000	-7.702659	49	3.142635	3.142635	0.044983	0.955017	0.998678	0.001322	
5924000	-7.565202	207	3.415093	3.415093	0.087100	0.912900	0.882405	0.117595	
5925000	-8.174488	74	3.338602	3.338602	0.090685	0.909315	0.968992	0.031008	
5926000	-7.954138	303	2.309248	2.309248	0.086778	0.913222	0.985944	0.014056	
5927000	-8.803875	129	1.647190	1.647190	0.018951	0.981049	0.993821	0.006179	
5928000	-9.306904	294	1.084650	1.084650	0.014627	0.985373	0.995170	0.004830	
5929000	-7.833928	238	4.430698	4.430698	0.171350	0.828650	0.976716	0.023284	
5930000	-8.341930	195	1.559138	1.559138	0.014904	0.985096	0.990850	0.009150	
5931000	-7.864133	1	3.245579	3.245579	0.059767	0.940233	0.988612	0.011388	
5932000	-7.594707	290	6.209561	6.209561	0.219385	0.780615	0.989588	0.010412	
5933000	-8.674195	451	1.863374	1.863374	0.029030	0.970970	0.972477	0.027523	
5934000	-8.240590	217	2.994333	2.994333	0.067648	0.932352	0.978928	0.021072	
5935000	-8.468813	114	1.686113	1.686113	0.019911	0.980089	0.908070	0.091930	
5936000	-8.635728	217	2.222424	2.222424	0.039184	0.960816	0.984583	0.015417	
5937000	-7.792316	332	3.374015	3.374015	0.084079	0.915921	0.977554	0.022446	
5938000	-7.723460	212	4.160505	4.160505	0.084230	0.915770	0.986221	0.013779	
5939000	-8.228718	149	3.392084	3.392084	0.046891	0.953109	0.980023	0.019977	
5940000	-8.895343	416	1.856891	1.856891	0.052341	0.947659	0.989897	0.010103	
5941000	-8.561471	303	1.528635	1.528635	0.041289	0.958711	0.991104	0.008896	
5942000	-8.980325	177	1.604512	1.604512	0.031008	0.968992	0.991400	0.008600	
5943000	-7.697494	403	5.848631	5.848631	0.297555	0.702445	0.797795	0.202205	
5944000	-10.473073	222	0.915527	0.915527	0.005920	0.994080	0.874587	0.125413	
5945000	-11.419965	431	0.449085	0.449085	0.001374	0.998626	0.999076	0.000924	
5946000	-8.460892	98	3.267328	3.267328	0.097938	0.902062	0.982984	0.017016	
5947000	-8.521694	227	2.241744	2.241744	0.044701	0.955299	0.804156	0.195844	
5948000	-7.527145	2	3.628146	3.628146	0.131828	0.868172	0.981840	0.018160	
5949000	-8.090204	462	2.253944	2.253944	0.032527	0.967473	0.988898	0.011102	
5950000	-10.254755	75	0.898639	0.898639	0.010038	0.989962	0.999700	0.000300	
5951000	-9.717217	197	1.033829	1.033829	0.012513	0.987487	0.993949	0.006051	
5952000	-9.363409	86	0.919495	0.919495	0.006689	0.993311	0.995965	0.004035	
5953000	-11.040033	429	0.724309	0.724309	0.004993	0.995007	0.996744	0.003256	
5954000	-8.024380	250	2.445469	2.445469	0.057563	0.942437	0.989787	0.010213	
5955000	-9.900084	423	1.390615	1.390615	0.017072	0.982928	0.999286	0.000714	
5956000	-8.072909	403	2.280464	2.280464	0.081018	0.918982	0.830313	0.169687	
5957000	-9.071172	203	1.299671	1.299671	0.016486	0.983514	0.999792	0.000208	
5958000	-8.938966	52	1.397447	1.397447	0.020933	0.979067	0.995435	0.004565	
5959000	-8.508255	402	3.557902	3.557902	0.103347	0.896653	0.986296	0.013704	
5960000	-9.818432	10	0.824570	0.824570	0.010565	0.989435	0.991892	0.008108	
5961000	-8.519367	366	3.449193	3.449193	0.118493	0.881507	0.742951	0.257049	
5962000	-7.855227	23	4.286905	4.286905	0.230568	0.769432	0.994522	0.005478	
5963000	-8.354115	137	2.763993	2.763993	0.069661	0.930339	0.774750	0.225250	
5964000	-8.139446	68	3.691099	3.691099	0.100988	0.899012	0.991539	0.008461	
5965000	-8.769814	200	1.887284	1.887284	0.027976	0.972024	0.995681	0.004319	
5966000	-7.787864	294	2.817928	2.817928	0.087898	0.912102	0.986549	0.013451	
5967000	-8.882162	323	3.573103	3.573103	0.096770	0.903230	0.937945	0.062055	
5968000	-9.413705	243	1.021751	1.021751	0.020315	0.979685	0.890124	0.109876	
5969000	-7.692167	245	4.728734	4.728734	0.174311	0.825689	0.875373	0.124627	
5970000	-8.347846	347	3.275521	3.275521	0.117004	0.882996	0.811953	0.188047	
5971000	-7.779607	303	2.706049	2.706049	0.113146	0.886854	0.983162	0.016838	
5972000	-9.127221	366	2.145663	2.145663	0.055161	0.944839	0.757781	0.242219	
5973000	-10.421024	78	0.736674	0.736674	0.005272	0.994728	0.999849	0.000151	
5974000	-9.639448	394	1.246991	1.246991	0.016960	0.983040	0.999660	0.000340	
5975000	-9.956571	108	1.048338	1.048338	0.018874	0.981126	0.983319	0.016681	
5976000	-8.078022	229	2.103480	2.103480	0.037061	0.962939	0.774372	0.225628	
5977000	-8.836778	190	2.035840	2.035840	0.027587	0.972413	0.994370	0.005630	
5978000	-8.524113	336	1.888201	1.888201	0.040440	0.959560	0.982380	0.017620	
5979000	-8.137193	181	2.477999	2.477999	0.036753	0.963247	0.921138	0.078862	
5980000	-10.289216	480	0.806756	0.806756	0.007279	0.992721	0.998151	0.001849	
5981000	-8.139744	382	3.629317	3.629317	0.096802	0.903198	0.996885	0.003115	
5982000	-7.478766	243	4.045012	4.045012	0.200166	0.799834	0.883415	0.116585	
5983000	-7.834413	484	2.395838	2.395838	0.054501	0.945499	0.988812	0.011188	
5984000	-8.926845	258	1.694968	1.694968	0.022959	0.977041	0.989406	0.010594	
5985000	-8.815618	166	2.612139	2.612139	0.049790	0.950210	0.985488	0.014512	
5986000	-7.778559	393	3.983751	3.983751	0.119017	0.880983	0.971291	0.028709	
5987000	-7.899713	66	2.692604	2.692604	0.044597	0.955403	0.986967	0.013033	
5988000	-9.441554	437	1.615445	1.615445	0.039082	0.960918	0.981585	0.018415	
5989000	-8.448435	161	2.047718	2.047718	0.056397	0.943603	0.894538	0.105462	
5990000	-9.200802	421	1.201187	1.201187	0.014553	0.985447	0.995222	0.004778	
5991000	-7.882611	159	2.973548	2.973548	0.078089	0.921911	0.951692	0.048308	
5992000	-7.610732	219	5.284827	5.284827	0.200075	0.799925	0.985681	0.014319	
5993000	-7.943549	384	3.707174	3.707174	0.106756	0.893244	0.972821	0.027179	
5994000	-7.796194	350	2.918902	2.918902	0.118483	0.881517	0.989453	0.010547	
5995000	-8.718644	464	3.383256	3.383256	0.062305	0.937695	0.497616	0.502384	
5996000	-8.235747	162	5.609019	5.609019	0.189484	0.810516	0.979391	0.020609	
5997000	-8.570899	428	1.299734	1.299734	0.010244	0.989756	0.997593	0.002407	
5998000	-8.217136	424	2.310193	2.310193	0.074337	0.925663	0.984774	0.015226	
5999000	-8.329342	326	2.273513	2.273513	0.029816	0.970184	0.971665	0.028335	
6000000	-7.820711	124	2.417026	2.417026	0.063597	0.936403	0.987894	0.012106	
6001000	-7.856441	48	2.765468	2.765468	0.047359	0.952641	0.995640	0.004360	
6002000	-7.884696	205	3.461174	3.461174	0.099261	0.900739	0.808634	0.191366	
6003000	-9.309518	351	1.431632	1.431632	0.015654	0.984346	0.991713	0.008287	
6004000	-7.754521	187	4.281555	4.281555	0.093837	0.906163	0.693178	0.306822	
6005000	-7.897345	124	2.267442	2.267442	0.056671	0.943329	0.988691	0.011309	
6006000	-10.843079	166	0.862290	0.862290	0.005830	0.994170	0.996414	0.003586	
6007000	-7.775767	424	3.621318	3.621318	0.139115	0.860885	0.975002	0.024998	
6008000	-8.940264	75	1.714413	1.714413	0.034959	0.965041	0.998903	0.001097	
6009000	-9.630301	125	0.741043	0.741043	0.007027	0.992973	0.999592	0.000408	
6010000	-8.963182	266	1.803316	1.803316	0.044811	0.955189	0.909304	0.090696	
6011000	-8.806840	80	1.413849	1.413849	0.015429	0.984571	0.986014	0.013986	
6012000	-8.654851	43	1.433918	1.433918	0.041188	0.958812	0.993321	0.006679	
6013000	-8.875901	21	1.208273	1.208273	0.020607	0.979393	0.992108	0.007892	
6014000	-10.045314	403	0.743226	0.743226	0.009837	0.990163	0.844061	0.155939	
6015000	-8.872691	81	2.464152	2.464152	0.067168	0.932832	0.986832	0.013168	
6016000	-8.582399	448	2.488232	2.488232	0.110174	0.889826	0.998239	0.001761	
6017000	-8.016958	358	4.070812	4.070812	0.130503	0.869497	0.965025	0.034975	
6018000	-9.892094	351	1.096803	1.096803	0.009299	0.990701	0.993679	0.006321	
6019000	-7.550181	178	3.375038	3.375038	0.142476	0.857524	0.928626	0.071374	
6020000	-8.467917	491	1.739139	1.739139	0.030269	0.969731	0.986236	0.013764	
6021000	-7.680444	495	5.131426	5.131426	0.287821	0.712179	0.958143	0.041857	
6022000	-9.363381	365	1.472025	1.472025	0.021509	0.978491	0.730662	0.269338	
6023000	-7.937066	118	2.676204	2.676204	0.076499	0.923501	0.977822	0.022178	
6024000	-8.852377	292	2.190176	2.190176	0.033174	0.966826	0.976553	0.023447	
6025000	-7.968902	302	3.246655	3.246655	0.060280	0.939720	0.994268	0.005732	
6026000	-7.600753	267	2.583306	2.583306	0.048524	0.951476	0.986693	0.013307	
6027000	-9.072788	481	1.424438	1.424438	0.042755	0.957245	0.995808	0.004192	
6028000	-7.756252	41	2.687303	2.687303	0.059190	0.940810	0.991600	0.008400	
6029000	-7.657363	390	3.550843	3.550843	0.137291	0.862709	0.983040	0.016960	
6030000	-8.134713	40	1.991683	1.991683	0.032306	0.967694	0.873181	0.126819	
6031000	-7.722327	303	2.875717	2.875717	0.124766	0.875234	0.981940	0.018060	
6032000	-7.957949	149	4.972250	4.972250	0.091204	0.908796	0.970069	0.029931	
6033000	-8.059058	199	2.191138	2.191138	0.062617	0.937383	0.999708	0.000292	
6034000	-8.453128	413	2.255814	2.255814	0.037590	0.962410	0.979783	0.020217	
6035000	-8.309248	369	2.128612	2.128612	0.038079	0.961921	0.924387	0.075613	
6036000	-7.796747	132	3.849948	3.849948	0.095310	0.904690	0.995794	0.004206	
6037000	-8.642381	186	2.088912	2.088912	0.066071	0.933929	0.993759	0.006241	
6038000	-8.307333	300	1.927937	1.927937	0.050626	0.949374	0.840004	0.159996	
6039000	-8.321845	302	2.512934	2.512934	0.037868	0.962132	0.996012	0.003988	
6040000	-9.447836	152	1.795004	1.795004	0.031726	0.968274	0.985091	0.014909	
6041000	-7.304878	18	3.840649	3.840649	0.061966	0.938034	0.768729	0.231271	
6042000	-8.507360	42	2.195538	2.195538	0.054562	0.945438	0.977225	0.022775	
6043000	-8.881232	145	0.930722	0.930722	0.007971	0.992029	0.855650	0.144350	
6044000	-11.246878	430	0.575601	0.575601	0.007232	0.992768	0.994103	0.005897	
6045000	-8.716231	321	1.523987	1.523987	0.032321	0.967679	0.997820	0.002180	
6046000	-7.504577	112	4.144860	4.144860	0.116688	0.883312	0.994487	0.005513	
6047000	-8.376688	46	2.148258	2.148258	0.020559	0.979441	0.995817	0.004183	
6048000	-8.025496	290	2.372743	2.372743	0.046260	0.953740	0.998515	0.001485	
6049000	-9.156273	227	1.523230	1.523230	0.021429	0.978571	0.806770	0.193230	
6050000	-8.560017	266	2.346735	2.346735	0.071577	0.928423	0.906138	0.093862	
6051000	-9.256505	70	1.527165	1.527165	0.022687	0.977313	0.986562	0.013438	
6052000	-7.960155	59	2.298624	2.298624	0.042589	0.957411	0.906361	0.093639	
6053000	-8.504206	327	2.494727	2.494727	0.054898	0.945102	0.984076	0.015924	
6054000	-7.795620	239	4.406765	4.406765	0.188398	0.811602	0.991984	0.008016	
6055000	-7.957076	187	3.402872	3.402872	0.062963	0.937037	0.695409	0.304591	
6056000	-8.693594	41	1.461374	1.461374	0.019050	0.980950	0.995785	0.004215	
6057000	-8.051276	199	2.204142	2.204142	0.063282	0.936718	0.999704	0.000296	
6058000	-9.036132	152	2.297146	2.297146	0.050027	0.949973	0.980825	0.019175	
6059000	-10.365439	186	0.914181	0.914181	0.022247	0.977753	0.997387	0.002613	
6060000	-7.851950	237	7.510813	7.510813	0.217555	0.782445	0.886265	0.113735	
6061000	-8.382810	358	2.789061	2.789061	0.069697	0.930303	0.976220	0.023780	
6062000	-8.111844	265	2.800654	2.800654	0.072817	0.927183	0.997850	0.002150	
6063000	-7.684846	350	3.268671	3.268671	0.137701	0.862299	0.987937	0.012063	
6064000	-8.384274	14	4.726724	4.726724	0.182069	0.817931	0.599975	0.400025	
6065000	-7.560192	332	4.574282	4.574282	0.136445	0.863555	0.968951	0.031049	
6066000	-8.402139	374	2.373767	2.373767	0.075036	0.924964	0.995212	0.004788	
6067000	-8.558019	457	2.400147	2.400147	0.042474	0.957526	0.999024	0.000976	
6068000	-7.898869	429	3.801448	3.801448	0.106588	0.893412	0.981994	0.018006	
6069000	-8.744293	402	3.019204	3.019204	0.079852	0.920148	0.988565	0.011435	
6070000	-11.601480	202	0.724768	0.724768	0.026448	0.973552	0.997387	0.002613	
6071000	-8.671384	91	3.356533	3.356533	0.148621	0.851379	0.972464	0.027536	
6072000	-9.076362	413	1.525849	1.525849	0.017721	0.982279	0.986632	0.013368	
6073000	-7.713424	493	2.836945	2.836945	0.080097	0.919903	0.974426	0.025574	
