Options:
Model:                           MultiState
Tree File Name:                  Artiodactyl.trees
Data File Name:                  Artiodactyl.txt
Log File Name:                   Artiodactyl.txt.Log.txt
Save Initial Trees:              False
Save Trees:                      False
Summary:                         False
Seed:                            1252195407
Precision:                       64 bits
Cores:                           1
Analysis Type:                   MCMC
Sample Period:                   1000
Iterations:                      11000000
Burn in:                         1000000
MCMC ML Start:                   False
Schedule File:                   Artiodactyl.txt.Schedule.txt
Rate Dev:                        AutoTune
No of Rates:                     2
Base frequency (PI's):           None
Character Symbols:               D,G
Using a covarion model:          False
Normalise Q Matrix:              False
Tags:	1
	AncTag	5	Sheep Goat Cow Buffalo Pronghorn 
Restrictions:
    qDG                          None
    qGD                          qDG
Prior Information:
    Prior Categories:            100
    Priors
        qDG - exp 1.00 
Node reconstruction / fossilisation:
	MRCA RecNode AncTag
Tree Information
     Trees:                      500
     Taxa:                       17
     Sites:                      1
     States:                     2
Iteration	Lh	Tree No	qDG	qGD	Root P(D)	Root P(G)	RecNode P(D)	RecNode P(G)	
9697000	-8.232552	173	2.438512	2.438512	0.048617	0.951383	0.895400	0.104600	
9698000	-8.161249	484	1.864263	1.864263	0.034048	0.965952	0.991421	0.008579	
9699000	-7.994051	312	3.538410	3.538410	0.079349	0.920651	0.794927	0.205073	
9700000	-8.632090	287	1.794392	1.794392	0.024423	0.975577	0.993863	0.006137	
9701000	-6.995992	12	4.194609	4.194609	0.141917	0.858083	0.884127	0.115873	
9702000	-8.610657	85	1.659780	1.659780	0.016617	0.983383	0.986885	0.013115	
9703000	-7.706120	198	3.194722	3.194722	0.104791	0.895209	0.988242	0.011758	
9704000	-7.825401	117	4.974266	4.974266	0.209189	0.790811	0.971943	0.028057	
9705000	-9.955945	462	0.792732	0.792732	0.004197	0.995803	0.996337	0.003663	
9706000	-12.399208	455	0.538094	0.538094	0.009263	0.990737	0.994837	0.005163	
9707000	-8.274586	335	1.785371	1.785371	0.031503	0.968497	0.993280	0.006720	
9708000	-9.300991	141	1.311647	1.311647	0.005062	0.994938	0.996677	0.003323	
9709000	-7.512891	489	5.376018	5.376018	0.219265	0.780735	0.989095	0.010905	
9710000	-8.703173	115	2.267304	2.267304	0.056006	0.943994	0.723250	0.276750	
9711000	-7.920184	359	3.574601	3.574601	0.212233	0.787767	0.943716	0.056284	
9712000	-9.450173	291	1.744437	1.744437	0.023852	0.976148	0.989432	0.010568	
9713000	-8.763721	220	1.930802	1.930802	0.031450	0.968550	0.987279	0.012721	
9714000	-8.452981	47	1.903870	1.903870	0.024138	0.975862	0.996377	0.003623	
9715000	-7.593798	385	3.872144	3.872144	0.134451	0.865549	0.992636	0.007364	
9716000	-7.891148	167	3.053458	3.053458	0.068853	0.931147	0.865035	0.134965	
9717000	-9.560002	274	1.198755	1.198755	0.010220	0.989780	0.849174	0.150826	
9718000	-9.256021	436	1.465266	1.465266	0.040439	0.959561	0.997188	0.002812	
9719000	-8.506508	426	2.604074	2.604074	0.054157	0.945843	0.831416	0.168584	
9720000	-8.052051	118	2.412182	2.412182	0.064394	0.935606	0.980032	0.019968	
9721000	-8.394249	90	3.532726	3.532726	0.098036	0.901964	0.973306	0.026694	
9722000	-9.518061	97	2.085365	2.085365	0.052782	0.947218	0.985496	0.014504	
9723000	-10.194842	292	1.066670	1.066670	0.008192	0.991808	0.988764	0.011236	
9724000	-8.288362	70	3.044952	3.044952	0.080737	0.919263	0.972630	0.027370	
9725000	-7.941328	12	1.695029	1.695029	0.029668	0.970332	0.894438	0.105562	
9726000	-8.107668	159	2.423868	2.423868	0.054718	0.945282	0.953624	0.046376	
9727000	-8.163629	43	1.932979	1.932979	0.069023	0.930977	0.990943	0.009057	
9728000	-8.682185	271	1.834332	1.834332	0.027162	0.972838	0.797256	0.202744	
9729000	-8.366566	459	3.107629	3.107629	0.103324	0.896676	0.996963	0.003037	
9730000	-7.820772	198	2.829993	2.829993	0.085154	0.914846	0.989671	0.010329	
9731000	-8.146852	57	2.670073	2.670073	0.029281	0.970719	0.982921	0.017079	
9732000	-7.668177	300	3.608612	3.608612	0.146062	0.853938	0.825841	0.174159	
9733000	-7.571607	294	3.709197	3.709197	0.138146	0.861854	0.981676	0.018324	
9734000	-8.956237	355	1.680968	1.680968	0.020362	0.979638	0.993238	0.006762	
9735000	-8.153921	261	2.531168	2.531168	0.065765	0.934235	0.973135	0.026865	
9736000	-8.170173	434	5.962761	5.962761	0.233599	0.766401	0.930837	0.069163	
9737000	-8.210481	317	3.235135	3.235135	0.110136	0.889864	0.970422	0.029578	
9738000	-8.468165	18	1.627733	1.627733	0.012155	0.987845	0.777708	0.222292	
9739000	-8.033233	193	10.853092	10.853092	0.378822	0.621178	0.960659	0.039341	
9740000	-7.698920	257	4.722307	4.722307	0.176851	0.823149	0.969084	0.030916	
9741000	-7.819586	43	2.510172	2.510172	0.105982	0.894018	0.988150	0.011850	
9742000	-9.216448	499	1.470944	1.470944	0.020359	0.979641	0.999706	0.000294	
9743000	-9.638178	470	1.464565	1.464565	0.015756	0.984244	0.974078	0.025922	
9744000	-7.395527	207	4.073333	4.073333	0.111535	0.888465	0.880224	0.119776	
9745000	-7.805788	495	2.821096	2.821096	0.142783	0.857217	0.978222	0.021778	
9746000	-8.021212	189	1.900794	1.900794	0.050494	0.949506	0.994976	0.005024	
9747000	-8.346235	436	2.644268	2.644268	0.110240	0.889760	0.993434	0.006566	
9748000	-7.736579	375	4.317484	4.317484	0.100599	0.899401	0.990107	0.009893	
9749000	-8.854276	111	2.166648	2.166648	0.041037	0.958963	0.871302	0.128698	
9750000	-8.646555	255	1.968519	1.968519	0.036215	0.963785	0.989254	0.010746	
9751000	-8.731884	382	2.226901	2.226901	0.040312	0.959688	0.998964	0.001036	
9752000	-10.175377	111	1.126659	1.126659	0.012012	0.987988	0.877626	0.122374	
9753000	-10.111558	163	0.976474	0.976474	0.009184	0.990816	0.993994	0.006006	
9754000	-9.258751	413	1.383644	1.383644	0.014632	0.985368	0.987933	0.012067	
9755000	-8.549864	41	1.579616	1.579616	0.022110	0.977890	0.995408	0.004592	
9756000	-8.455762	477	2.588082	2.588082	0.072709	0.927291	0.976813	0.023187	
9757000	-8.029159	258	3.012456	3.012456	0.066705	0.933295	0.980650	0.019350	
9758000	-8.821972	96	1.549514	1.549514	0.017408	0.982592	0.995825	0.004175	
9759000	-7.630974	383	5.083549	5.083549	0.201422	0.798578	0.706700	0.293300	
9760000	-8.259209	118	2.054758	2.054758	0.049147	0.950853	0.983016	0.016984	
9761000	-7.946693	200	3.352800	3.352800	0.079501	0.920499	0.991447	0.008553	
9762000	-8.260065	40	1.850485	1.850485	0.028050	0.971950	0.873773	0.126227	
9763000	-12.251735	437	0.493504	0.493504	0.007337	0.992663	0.994392	0.005608	
9764000	-7.780453	480	3.084473	3.084473	0.087139	0.912861	0.992331	0.007669	
9765000	-8.040841	124	2.033399	2.033399	0.046407	0.953593	0.989926	0.010074	
9766000	-9.159809	4	1.491303	1.491303	0.021811	0.978189	0.996385	0.003615	
9767000	-8.023330	32	3.330742	3.330742	0.103871	0.896129	0.993224	0.006776	
9768000	-9.720170	234	1.135049	1.135049	0.012718	0.987282	0.999365	0.000635	
9769000	-8.000444	490	5.049360	5.049360	0.211247	0.788753	0.734703	0.265297	
9770000	-9.292282	396	1.469344	1.469344	0.064095	0.935905	0.986635	0.013365	
9771000	-9.252688	394	1.497239	1.497239	0.022669	0.977331	0.999507	0.000493	
9772000	-7.891398	93	2.515041	2.515041	0.045971	0.954029	0.911794	0.088206	
9773000	-7.985366	71	4.461946	4.461946	0.176475	0.823525	0.975119	0.024881	
9774000	-8.254525	451	2.490018	2.490018	0.049759	0.950241	0.963455	0.036545	
9775000	-7.809673	36	3.552745	3.552745	0.101919	0.898081	0.996368	0.003632	
9776000	-8.129524	205	2.714997	2.714997	0.064882	0.935118	0.810731	0.189269	
9777000	-8.261775	395	3.179893	3.179893	0.075482	0.924518	0.965076	0.034924	
9778000	-7.757263	274	4.272494	4.272494	0.106669	0.893331	0.825324	0.174676	
9779000	-8.366584	153	2.437083	2.437083	0.061359	0.938641	0.971477	0.028523	
9780000	-8.691997	387	4.519491	4.519491	0.135101	0.864899	0.591519	0.408481	
9781000	-8.485671	261	1.998232	1.998232	0.045679	0.954321	0.978816	0.021184	
9782000	-11.758660	484	0.362048	0.362048	0.001333	0.998667	0.998402	0.001598	
9783000	-7.465771	130	6.961528	6.961528	0.258863	0.741137	0.989598	0.010402	
9784000	-8.803967	464	3.144138	3.144138	0.054463	0.945537	0.498639	0.501361	
9785000	-7.485152	405	4.235341	4.235341	0.151895	0.848105	0.984096	0.015904	
9786000	-8.096608	388	2.460843	2.460843	0.075253	0.924747	0.968687	0.031313	
9787000	-8.830118	58	1.534219	1.534219	0.017145	0.982855	0.917423	0.082577	
9788000	-9.022654	157	1.752231	1.752231	0.058502	0.941498	0.993060	0.006940	
9789000	-8.650497	295	1.199569	1.199569	0.006995	0.993005	0.675495	0.324505	
9790000	-9.949363	216	1.570315	1.570315	0.026822	0.973178	0.996403	0.003597	
9791000	-8.153051	475	2.957970	2.957970	0.057980	0.942020	0.987532	0.012468	
9792000	-8.168411	242	2.230823	2.230823	0.033451	0.966549	0.974376	0.025624	
9793000	-8.494620	353	2.781255	2.781255	0.056467	0.943533	0.989449	0.010551	
9794000	-10.670113	198	0.610944	0.610944	0.004394	0.995606	0.997878	0.002122	
9795000	-8.716211	421	1.539069	1.539069	0.023557	0.976443	0.993803	0.006197	
9796000	-9.413969	354	2.004607	2.004607	0.083484	0.916516	0.998845	0.001155	
9797000	-9.456664	288	1.516577	1.516577	0.040934	0.959066	0.975126	0.024874	
9798000	-7.714167	250	3.545995	3.545995	0.108448	0.891552	0.984413	0.015587	
9799000	-9.717994	296	0.941869	0.941869	0.009108	0.990892	0.985217	0.014783	
9800000	-8.576195	14	3.319937	3.319937	0.109146	0.890854	0.611223	0.388777	
9801000	-8.886394	328	1.497082	1.497082	0.018307	0.981693	0.993385	0.006615	
9802000	-9.461641	181	1.216149	1.216149	0.009339	0.990661	0.927065	0.072935	
9803000	-8.047608	108	3.838114	3.838114	0.173010	0.826990	0.930908	0.069092	
9804000	-8.367098	270	2.068342	2.068342	0.039941	0.960059	0.999465	0.000535	
9805000	-8.553892	290	1.652014	1.652014	0.023241	0.976759	0.999284	0.000716	
9806000	-8.517358	460	1.876325	1.876325	0.033612	0.966388	0.997683	0.002317	
9807000	-7.868695	225	2.678356	2.678356	0.099345	0.900655	0.986239	0.013761	
9808000	-7.448634	225	4.414664	4.414664	0.194024	0.805976	0.976696	0.023304	
9809000	-8.015289	481	3.243623	3.243623	0.167244	0.832756	0.989434	0.010566	
9810000	-9.279295	448	1.638946	1.638946	0.064243	0.935757	0.999245	0.000755	
9811000	-8.048716	74	4.011368	4.011368	0.122049	0.877951	0.962332	0.037668	
9812000	-8.601328	112	1.816359	1.816359	0.027498	0.972502	0.997847	0.002153	
9813000	-9.465022	496	1.428379	1.428379	0.017148	0.982852	0.671518	0.328482	
9814000	-8.694468	343	2.767116	2.767116	0.151099	0.848901	0.983469	0.016531	
9815000	-8.816555	492	1.737912	1.737912	0.046225	0.953775	0.784836	0.215164	
9816000	-8.973779	365	1.855849	1.855849	0.033674	0.966326	0.729329	0.270671	
9817000	-10.073726	81	1.277289	1.277289	0.020843	0.979157	0.993488	0.006512	
9818000	-7.622189	56	2.909773	2.909773	0.056347	0.943653	0.991717	0.008283	
9819000	-6.959368	428	4.003674	4.003674	0.086182	0.913818	0.991547	0.008453	
9820000	-9.092567	111	1.896736	1.896736	0.032181	0.967819	0.872950	0.127050	
9821000	-6.861624	428	5.337995	5.337995	0.138669	0.861331	0.988024	0.011976	
9822000	-10.217612	198	0.737259	0.737259	0.006400	0.993600	0.997432	0.002568	
9823000	-8.651009	115	2.341832	2.341832	0.059164	0.940836	0.723136	0.276864	
9824000	-8.204128	270	2.295181	2.295181	0.048452	0.951548	0.999340	0.000660	
9825000	-10.015067	355	0.993288	0.993288	0.007250	0.992750	0.996063	0.003937	
9826000	-8.217161	3	2.744716	2.744716	0.058557	0.941443	0.979406	0.020594	
9827000	-11.977649	428	0.329718	0.329718	0.000666	0.999334	0.999419	0.000581	
9828000	-8.819957	67	1.870483	1.870483	0.033483	0.966517	0.998546	0.001454	
9829000	-8.812642	139	1.546384	1.546384	0.024615	0.975385	0.991231	0.008769	
9830000	-7.167868	135	4.530971	4.530971	0.192508	0.807492	0.984374	0.015626	
9831000	-12.110175	439	0.479951	0.479951	0.001930	0.998070	0.998584	0.001416	
9832000	-8.823021	124	1.271434	1.271434	0.018996	0.981004	0.993839	0.006161	
9833000	-8.170827	435	3.020205	3.020205	0.100640	0.899360	0.990536	0.009464	
9834000	-7.735014	18	2.548749	2.548749	0.028981	0.971019	0.774128	0.225872	
9835000	-8.324307	320	1.807534	1.807534	0.024937	0.975063	0.997848	0.002152	
9836000	-9.281254	114	1.130203	1.130203	0.009100	0.990900	0.909456	0.090544	
9837000	-7.646549	299	4.756568	4.756568	0.204412	0.795588	0.977915	0.022085	
9838000	-8.491894	48	1.707470	1.707470	0.018627	0.981373	0.997598	0.002402	
9839000	-7.491332	278	3.157210	3.157210	0.074303	0.925697	0.995873	0.004127	
9840000	-9.736766	144	1.752509	1.752509	0.054152	0.945848	0.997314	0.002686	
9841000	-10.826612	203	0.599976	0.599976	0.003585	0.996415	0.999956	0.000044	
9842000	-9.618869	258	1.206707	1.206707	0.011887	0.988113	0.992534	0.007466	
9843000	-8.566788	188	2.710844	2.710844	0.071605	0.928395	0.962697	0.037303	
9844000	-10.781497	48	0.580044	0.580044	0.002155	0.997845	0.999284	0.000716	
9845000	-9.898377	265	1.042785	1.042785	0.011193	0.988807	0.999704	0.000296	
9846000	-9.712701	12	0.719909	0.719909	0.005650	0.994350	0.897585	0.102415	
9847000	-12.459785	439	0.421427	0.421427	0.001487	0.998513	0.998759	0.001241	
9848000	-10.967958	65	0.602278	0.602278	0.004036	0.995964	0.998556	0.001444	
9849000	-8.640153	134	1.929949	1.929949	0.037205	0.962795	0.777886	0.222114	
9850000	-10.326278	328	0.742761	0.742761	0.004501	0.995499	0.997025	0.002975	
9851000	-8.530826	401	2.732651	2.732651	0.074148	0.925852	0.956623	0.043377	
9852000	-8.171775	283	1.945327	1.945327	0.025806	0.974194	0.996471	0.003529	
9853000	-9.205961	200	1.498085	1.498085	0.017982	0.982018	0.996676	0.003324	
9854000	-8.432539	62	2.269610	2.269610	0.052984	0.947016	0.996674	0.003326	
9855000	-7.288873	267	5.863818	5.863818	0.186096	0.813904	0.968177	0.031823	
9856000	-9.920479	137	1.146951	1.146951	0.013389	0.986611	0.784588	0.215412	
9857000	-8.308369	7	2.638866	2.638866	0.070295	0.929705	0.990385	0.009615	
9858000	-8.843275	23	1.607984	1.607984	0.055712	0.944288	0.999237	0.000763	
9859000	-8.022176	381	2.692783	2.692783	0.068119	0.931881	0.978322	0.021678	
9860000	-9.593660	441	2.985178	2.985178	0.098020	0.901980	0.993655	0.006345	
9861000	-8.892968	220	1.786058	1.786058	0.027092	0.972908	0.988256	0.011744	
9862000	-8.299620	467	3.681686	3.681686	0.065546	0.934454	0.986036	0.013964	
9863000	-9.139323	121	1.452312	1.452312	0.041332	0.958668	0.990118	0.009882	
9864000	-7.627342	12	2.076073	2.076073	0.043244	0.956756	0.893077	0.106923	
9865000	-9.305044	116	2.021956	2.021956	0.036191	0.963809	0.977136	0.022864	
9866000	-8.381425	145	1.190772	1.190772	0.012660	0.987340	0.854089	0.145911	
9867000	-9.039663	294	1.237396	1.237396	0.018932	0.981068	0.994455	0.005545	
9868000	-8.820122	201	1.613919	1.613919	0.019169	0.980831	0.739189	0.260811	
9869000	-9.281302	383	1.304759	1.304759	0.024659	0.975341	0.725523	0.274477	
9870000	-7.681867	350	3.279536	3.279536	0.138300	0.861700	0.987889	0.012111	
9871000	-8.585548	391	1.909076	1.909076	0.064759	0.935241	0.997381	0.002619	
9872000	-8.349523	13	3.331156	3.331156	0.080350	0.919650	0.956927	0.043073	
9873000	-9.785268	321	0.915074	0.915074	0.012045	0.987955	0.998761	0.001239	
9874000	-7.708832	385	3.236860	3.236860	0.100838	0.899162	0.994288	0.005712	
9875000	-8.937007	290	1.334636	1.334636	0.015338	0.984662	0.999534	0.000466	
9876000	-8.659623	51	1.937125	1.937125	0.047105	0.952895	0.987116	0.012884	
9877000	-9.075392	105	1.457425	1.457425	0.012635	0.987365	0.967885	0.032115	
9878000	-7.822282	139	3.043775	3.043775	0.085444	0.914556	0.981415	0.018585	
9879000	-7.535086	267	2.756216	2.756216	0.054540	0.945460	0.985764	0.014236	
9880000	-7.745466	41	2.712963	2.712963	0.060199	0.939801	0.991506	0.008494	
9881000	-9.050113	14	2.161411	2.161411	0.054153	0.945847	0.620591	0.379409	
9882000	-8.070768	135	1.808065	1.808065	0.058539	0.941461	0.995096	0.004904	
9883000	-8.475774	25	1.870839	1.870839	0.031259	0.968741	0.988375	0.011625	
9884000	-8.279164	488	2.471541	2.471541	0.089222	0.910778	0.980835	0.019165	
9885000	-7.902416	310	2.620153	2.620153	0.058016	0.941984	0.983567	0.016433	
9886000	-9.052057	487	1.588316	1.588316	0.030908	0.969092	0.987600	0.012400	
9887000	-8.488116	348	1.713994	1.713994	0.017915	0.982085	0.667133	0.332867	
9888000	-7.758393	130	3.339368	3.339368	0.097125	0.902875	0.997017	0.002983	
9889000	-7.902745	197	3.523545	3.523545	0.116851	0.883149	0.978132	0.021868	
9890000	-8.063653	493	2.174892	2.174892	0.050335	0.949665	0.980394	0.019606	
9891000	-9.155777	211	1.736232	1.736232	0.051275	0.948725	0.984127	0.015873	
9892000	-9.103978	334	1.648382	1.648382	0.026376	0.973624	0.993234	0.006766	
9893000	-7.961145	243	2.367133	2.367133	0.091636	0.908364	0.887316	0.112684	
9894000	-9.047317	279	1.951255	1.951255	0.045310	0.954690	0.982549	0.017451	
9895000	-7.694131	30	2.397897	2.397897	0.061882	0.938118	0.996797	0.003203	
9896000	-10.671721	416	0.789550	0.789550	0.010176	0.989824	0.995833	0.004167	
9897000	-8.985583	291	2.260722	2.260722	0.039056	0.960944	0.985988	0.014012	
9898000	-8.039294	150	4.885260	4.885260	0.123963	0.876037	0.944364	0.055636	
9899000	-7.961417	107	3.177061	3.177061	0.094581	0.905419	0.864292	0.135708	
9900000	-8.396021	43	1.665970	1.665970	0.053513	0.946487	0.992219	0.007781	
9901000	-8.192794	492	3.665141	3.665141	0.160882	0.839118	0.760122	0.239878	
9902000	-8.477765	84	2.105767	2.105767	0.042092	0.957908	0.996203	0.003797	
9903000	-8.800378	179	2.774055	2.774055	0.065675	0.934325	0.971320	0.028680	
9904000	-7.802367	285	3.888903	3.888903	0.160163	0.839837	0.982299	0.017701	
9905000	-8.346151	383	2.223986	2.223986	0.059049	0.940951	0.721193	0.278807	
9906000	-10.196007	216	1.392535	1.392535	0.021361	0.978639	0.996845	0.003155	
9907000	-7.637588	96	3.507605	3.507605	0.080051	0.919949	0.990175	0.009825	
9908000	-9.144845	345	1.460610	1.460610	0.019986	0.980014	0.826121	0.173879	
9909000	-7.634574	407	2.791244	2.791244	0.103866	0.896134	0.990432	0.009568	
9910000	-8.504827	46	1.992245	1.992245	0.017704	0.982296	0.996130	0.003870	
9911000	-7.543337	270	4.166234	4.166234	0.134712	0.865288	0.997773	0.002227	
9912000	-9.427258	322	1.058552	1.058552	0.011800	0.988200	0.806429	0.193571	
9913000	-8.343673	187	2.510116	2.510116	0.035974	0.964026	0.697505	0.302495	
9914000	-9.826895	361	1.287110	1.287110	0.018641	0.981359	0.986607	0.013393	
9915000	-7.795345	53	4.029484	4.029484	0.106637	0.893363	0.985098	0.014902	
9916000	-10.439409	420	0.839691	0.839691	0.005920	0.994080	0.997210	0.002790	
9917000	-7.516897	124	3.381337	3.381337	0.113153	0.886847	0.982597	0.017403	
9918000	-7.994898	65	2.862758	2.862758	0.059653	0.940347	0.992413	0.007587	
9919000	-8.785124	39	1.851696	1.851696	0.033714	0.966286	0.990913	0.009087	
9920000	-10.504637	342	0.678693	0.678693	0.006029	0.993971	0.996721	0.003279	
9921000	-7.981707	194	2.632018	2.632018	0.043674	0.956326	0.998363	0.001637	
9922000	-7.977920	410	2.541458	2.541458	0.077373	0.922627	0.977051	0.022949	
9923000	-7.871039	271	3.283792	3.283792	0.079278	0.920722	0.793260	0.206740	
9924000	-10.790065	444	0.630761	0.630761	0.003673	0.996327	0.996848	0.003152	
9925000	-7.886738	500	2.310153	2.310153	0.030529	0.969471	0.999391	0.000609	
9926000	-8.212179	73	2.327946	2.327946	0.050665	0.949335	0.983714	0.016286	
9927000	-7.842456	182	5.461932	5.461932	0.281153	0.718847	0.947725	0.052275	
9928000	-7.642172	316	4.808380	4.808380	0.121302	0.878698	0.987251	0.012749	
9929000	-8.678301	465	1.600853	1.600853	0.034495	0.965505	0.991902	0.008098	
9930000	-10.831625	403	0.533077	0.533077	0.005103	0.994897	0.845925	0.154075	
9931000	-8.226746	101	2.282576	2.282576	0.054015	0.945985	0.991456	0.008544	
9932000	-8.556209	459	2.640503	2.640503	0.078990	0.921010	0.997600	0.002400	
9933000	-8.507577	172	2.280388	2.280388	0.040826	0.959174	0.998944	0.001056	
9934000	-8.688782	125	1.163843	1.163843	0.017022	0.982978	0.998988	0.001012	
9935000	-7.514943	303	3.979473	3.979473	0.200701	0.799299	0.973523	0.026477	
9936000	-8.443221	159	1.907440	1.907440	0.035380	0.964620	0.955395	0.044605	
9937000	-10.084858	20	1.080615	1.080615	0.010515	0.989485	0.997924	0.002076	
9938000	-11.423577	176	0.660410	0.660410	0.002793	0.997207	0.994689	0.005311	
9939000	-7.896640	360	3.111554	3.111554	0.047175	0.952825	0.994488	0.005512	
9940000	-9.630062	220	1.210225	1.210225	0.012692	0.987308	0.992105	0.007895	
9941000	-9.111350	331	1.688439	1.688439	0.075454	0.924546	0.848063	0.151937	
9942000	-8.198506	51	2.636424	2.636424	0.080603	0.919397	0.982227	0.017773	
9943000	-8.948394	393	1.628123	1.628123	0.025049	0.974951	0.988312	0.011688	
9944000	-7.044934	145	4.442779	4.442779	0.135116	0.864884	0.833489	0.166511	
9945000	-9.433040	430	1.292020	1.292020	0.034730	0.965270	0.986653	0.013347	
9946000	-8.013897	173	2.928560	2.928560	0.067735	0.932265	0.889677	0.110323	
9947000	-8.181298	207	2.196741	2.196741	0.046248	0.953752	0.886278	0.113722	
9948000	-8.545361	60	2.448667	2.448667	0.071673	0.928327	0.973358	0.026642	
9949000	-7.643769	233	3.946401	3.946401	0.085777	0.914223	0.978160	0.021840	
9950000	-8.643928	237	1.874564	1.874564	0.022580	0.977420	0.931942	0.068058	
9951000	-8.067773	322	2.298059	2.298059	0.051070	0.948930	0.802068	0.197932	
9952000	-8.017058	481	3.236019	3.236019	0.166697	0.833303	0.989463	0.010537	
9953000	-10.212777	221	1.327150	1.327150	0.023539	0.976461	0.999899	0.000101	
9954000	-8.010701	243	2.278050	2.278050	0.086039	0.913961	0.887510	0.112490	
9955000	-10.576235	275	0.945734	0.945734	0.016620	0.983380	0.994527	0.005473	
9956000	-8.200518	9	3.059263	3.059263	0.077542	0.922458	0.991257	0.008743	
9957000	-8.370523	357	2.294228	2.294228	0.023790	0.976210	0.995794	0.004206	
9958000	-9.770763	255	1.112684	1.112684	0.014315	0.985685	0.994132	0.005868	
9959000	-8.717071	143	2.358368	2.358368	0.094408	0.905592	0.970214	0.029786	
9960000	-9.192381	409	1.371363	1.371363	0.027505	0.972495	0.992429	0.007571	
9961000	-9.037422	373	1.396500	1.396500	0.019196	0.980804	0.998003	0.001997	
9962000	-9.557971	356	1.440633	1.440633	0.039258	0.960742	0.986958	0.013042	
9963000	-7.948443	127	3.893635	3.893635	0.100236	0.899764	0.613746	0.386254	
9964000	-8.731309	231	2.470259	2.470259	0.089257	0.910743	0.954058	0.045942	
9965000	-9.094606	156	1.245018	1.245018	0.013161	0.986839	0.999078	0.000922	
9966000	-8.097338	342	2.153341	2.153341	0.048766	0.951234	0.989251	0.010749	
9967000	-7.741253	270	3.302905	3.302905	0.092412	0.907588	0.998615	0.001385	
9968000	-9.199527	287	1.327463	1.327463	0.013681	0.986319	0.995708	0.004292	
9969000	-10.165197	455	1.354697	1.354697	0.037339	0.962661	0.986959	0.013041	
9970000	-7.956439	30	1.977864	1.977864	0.043720	0.956280	0.997388	0.002612	
9971000	-7.318523	59	4.302553	4.302553	0.126246	0.873754	0.897541	0.102459	
9972000	-8.103095	64	3.196236	3.196236	0.065299	0.934701	0.978819	0.021181	
9973000	-7.742337	397	5.854335	5.854335	0.223434	0.776566	0.975282	0.024718	
9974000	-8.185700	195	1.706844	1.706844	0.017790	0.982210	0.989916	0.010084	
9975000	-7.758685	127	5.143253	5.143253	0.155005	0.844995	0.610943	0.389057	
9976000	-9.979546	179	1.374445	1.374445	0.017834	0.982166	0.986099	0.013901	
9977000	-8.351545	112	2.094985	2.094985	0.035889	0.964111	0.997482	0.002518	
9978000	-7.784775	322	2.958446	2.958446	0.079995	0.920005	0.799611	0.200389	
9979000	-8.953868	364	1.964296	1.964296	0.027253	0.972747	0.783192	0.216808	
9980000	-8.205967	397	3.355442	3.355442	0.099136	0.900864	0.986469	0.013531	
9981000	-10.752353	448	0.828335	0.828335	0.026675	0.973325	0.999809	0.000191	
9982000	-8.690078	125	1.163043	1.163043	0.016999	0.983001	0.998989	0.001011	
9983000	-8.242981	468	3.093976	3.093976	0.097509	0.902491	0.964004	0.035996	
9984000	-8.482896	90	3.232481	3.232481	0.084247	0.915753	0.975655	0.024345	
9985000	-9.168821	118	1.206661	1.206661	0.019837	0.980163	0.990062	0.009938	
9986000	-7.831282	381	5.975018	5.975018	0.231945	0.768055	0.941950	0.058050	
9987000	-8.491619	81	3.309337	3.309337	0.107556	0.892444	0.981728	0.018272	
9988000	-9.995789	309	1.011842	1.011842	0.007409	0.992591	0.995131	0.004869	
9989000	-8.550768	108	2.312866	2.312866	0.079548	0.920452	0.960769	0.039231	
9990000	-7.356094	333	4.325096	4.325096	0.174109	0.825891	0.989631	0.010369	
9991000	-8.898398	298	2.318887	2.318887	0.058101	0.941899	0.982954	0.017046	
9992000	-7.567611	25	4.088390	4.088390	0.115659	0.884341	0.972471	0.027529	
9993000	-7.632681	159	4.349958	4.349958	0.142787	0.857213	0.946637	0.053363	
9994000	-9.492129	383	1.177911	1.177911	0.020889	0.979111	0.726107	0.273893	
9995000	-13.977001	384	0.225274	0.225274	0.000497	0.999503	0.998497	0.001503	
9996000	-8.303147	438	2.147608	2.147608	0.032146	0.967854	0.854754	0.145246	
9997000	-7.900533	211	4.797570	4.797570	0.220231	0.779769	0.954411	0.045589	
9998000	-10.170252	27	1.204059	1.204059	0.023350	0.976650	0.985982	0.014018	
9999000	-7.940150	79	2.706615	2.706615	0.060365	0.939635	0.991815	0.008185	
10000000	-7.580050	335	3.718151	3.718151	0.118505	0.881495	0.985610	0.014390	
10001000	-8.151481	197	2.650302	2.650302	0.072727	0.927273	0.983878	0.016122	
10002000	-8.874061	499	1.783984	1.783984	0.029426	0.970574	0.999548	0.000452	
10003000	-8.064655	114	2.131503	2.131503	0.031225	0.968775	0.906917	0.093083	
10004000	-8.175373	406	3.781219	3.781219	0.157455	0.842545	0.993131	0.006869	
10005000	-8.142690	107	2.741323	2.741323	0.073212	0.926788	0.865629	0.134371	
10006000	-9.458632	108	1.337614	1.337614	0.029905	0.970095	0.978374	0.021626	
10007000	-8.907623	345	1.664760	1.664760	0.025733	0.974267	0.825490	0.174510	
10008000	-8.129102	374	2.959757	2.959757	0.108860	0.891140	0.993845	0.006155	
10009000	-8.253964	456	4.208444	4.208444	0.127756	0.872244	0.993986	0.006014	
